"numero_talas","densidad_poblacion","superficie_forestal_ha","dias_vigilancia"
0,204.448408568278,9764.54035216011,23.6213092587423
1,217.843262953684,3950.38263476454,15.8721942931879
0,90.8514731843024,7773.44018977601,27.0700543140993
1,57.4595136940479,10055.7487028418,12.8001254179981
0,131.656393744051,13184.0505064465,23.6492423876189
0,99.2143604904413,558.932118467055,28.2107739022467
0,230.381373399869,4991.09256709926,23.9409211918246
2,245.625028600916,12990.146660828,8.21209442918189
0,248.227744447067,3800.10132980533,12.2717140836176
3,216.073926938698,14519.2915530642,5.89758653775789
0,224.9123419635,1946.90894242376,17.5477967900224
0,110.039861593395,570.781922666356,21.4325190533418
0,234.969714684412,2690.79845130909,27.9007801390253
1,97.2554016206414,9473.81755430251,11.967722135596
0,115.127020645887,777.39297633525,25.6984841206577
0,211.57581564039,616.323194233701,13.9003077591769
0,283.301142621785,5357.92715009302,21.9664739340078
0,283.765593795106,2309.98777400237,23.9680903800763
0,217.676357692108,3669.50535785872,18.7221185548697
2,255.327656874433,4289.63737306185,10.7088673114777
1,221.062706084922,6704.04334028717,24.9375214986503
0,231.248581595719,10503.9122478338,5.34290702315047
0,23.3812194317579,3316.75827526487,6.04023292660713
0,34.8028446827084,8771.33028325625,23.7016154639423
0,65.6498362403363,6699.89158899989,27.9661828605458
2,213.269740138203,8292.05461265519,13.2094473240431
0,137.745093759149,13764.0932105714,13.3716614055447
1,243.089266708121,4608.3939045202,9.42383915069513
4,248.159394003451,13699.6183329029,9.4044416572433
0,162.937219692394,3622.07024695817,22.9183074273169
0,155.137405069545,2308.28678107355,12.5699910405092
0,41.5490245819092,7743.60339529812,28.5667582543101
0,286.070732567459,11708.5067426087,23.1459885905497
1,114.279242446646,8305.63608114608,15.9507642395329
0,283.482494037598,14072.2029338358,22.5609034427907
1,220.576589852571,9872.6369838696,18.2093390624505
0,41.3250529300421,1560.08222838864,6.70415901229717
0,213.704995987937,10897.4204540718,28.884670616826
1,102.044568322599,13361.585634877,27.8138387028594
1,285.508260894567,4393.81550101098,26.8329677649308
0,81.6779340710491,3132.96580733731,23.7139910529368
0,289.090414484963,12753.6348535214,25.3794411499985
0,141.102742291987,13332.6444779523,28.7829226825852
0,85.8792178146541,1610.90520315338,25.9443891770206
1,155.448001166806,6797.46874340344,11.2069518258795
2,140.859818831086,10178.8886403665,5.68675596266985
0,31.9467992056161,5003.41245171148,25.323359197937
1,181.740457052365,9553.33996121772,10.3056086413562
0,279.180726949126,1353.20837667678,18.3158322190866
1,297.385151749477,1958.54156906717,15.2776267100126
0,157.764433315024,5742.20865417738,15.7547506166156
4,267.84274703823,13587.6600432675,5.00733081251383
0,189.822559524328,2724.28229870275,23.6160903715063
1,282.210762295872,13566.5464476915,11.755697063636
1,147.41162118502,13308.3031341666,10.6053636595607
0,56.1187819298357,10524.662462878,16.7344087862875
0,74.9658550415188,9064.97091182973,23.3048917038832
0,296.137706069276,5229.92726846132,29.4613593327813
0,62.176010357216,1972.96398656908,29.5081052940805
0,213.427582196891,6881.63274875842,25.9839352057315
2,184.59895670414,11454.6224694932,8.14005356049165
0,183.438840266317,13138.0505790003,25.2030254818965
