"fecha","anomalia_c"
2024-03-01,-0.273682315215822
2024-04-01,0.200988943593583
2024-05-01,0.466084587357624
2024-06-01,0.429623766037587
2024-07-01,0.240937651310018
2024-08-01,0.350510780945902
2024-09-01,0.145286337665382
2024-10-01,0.0628163985356644
2024-11-01,0.0475935307159098
2024-12-01,-0.281023840329776
