"rendimiento_maiz_ton_ha","precipitacion_mm","temperatura_c","fertilizante_kg_ha"
10.1117348488322,1039.13987651467,28.3637293372303,64.3808194436133
9.82104618233196,497.519407980144,26.9588160496205,226.08811375685
10.8003501739515,848.758387006819,26.0194157967344,200.849480414763
9.4838573941723,565.225111693144,25.4162144791335,213.321177521721
9.82737505317023,502.025320194662,22.46685672272,246.428074734285
9.66194045026321,1002.64629144222,24.3580282302573,70.7199289929122
10.5605349487368,1116.03628732264,28.4961881143972,69.8083658702672
10.1298812652164,699.570220708847,24.9810011973605,209.766322234645
11.3859112153552,932.092155702412,28.0772131774575,206.915053306147
6.59082570038962,475.872528739274,21.7493779789656,51.8859810195863
11.194262821248,707.175710238516,26.4994838666171,205.813176557422
9.00290381089023,619.506915658712,21.1802136730403,195.87813038379
11.2914772445187,1051.71203110367,25.1321183284745,176.026370562613
10.3419868237311,758.813073113561,23.7754776058719,146.182165993378
9.41337366305249,1048.05148243904,21.1803927775472,81.327370274812
8.90336693450971,1049.91160761565,24.7750852173194,51.6431039664894
10.9583538772834,1035.47385688871,28.9582586763427,140.491678845137
10.3872244990071,751.865350082517,28.8224926739931,148.458665749058
9.83764062855343,1003.5801269114,21.2899994580075,127.917422307655
9.65569007047995,903.376905247569,21.8577930768952,142.933188378811
11.7041766663257,968.145921081305,29.8276906125247,192.655800143257
7.10689407916373,400.499818660319,25.4399197222665,61.0603852663189
10.5844981265013,780.253259278834,29.2477690698579,120.956619502977
9.75919829775551,576.095108129084,23.5983924278989,210.562454583123
10.7506981645435,703.853230178356,22.881991119124,217.141767404974
9.88570873851297,890.216802619398,25.9107638904825,97.5498809944838
8.3716347874962,681.438327394426,19.8281594021246,120.7972205244
9.14805738106482,488.908339478076,24.8744046986103,221.377084031701
9.48619098574228,594.895578175783,20.8647123221308,220.752674760297
10.22531293326,934.444469958544,29.5483072372153,109.179091081023
8.67244308721946,734.11742374301,25.2163887117058,79.4096649158746
11.9059251311497,1030.55666722357,24.1803567269817,190.798412263393
8.14752412857952,482.291715405881,22.8308801064268,70.7613376434892
9.38942753475572,747.914193198085,28.5629584947601,56.745554599911
12.6311078193482,1187.96558398753,22.3691023774445,249.880905589089
8.68484158430732,1114.44089151919,21.4588713683188,56.9749608170241
9.95209203872537,1109.17524863034,20.0477428212762,117.678256751969
9.59896996981155,540.042120218277,20.0660609565675,233.012752328068
9.31207857547927,504.556553252041,23.7845112662762,173.447053926066
9.70806289068658,922.481540031731,21.0355791421607,107.257069740444
9.90777558907756,674.813177809119,20.5950574753806,197.559480601922
11.0267811959389,925.406502373517,26.092516656965,216.810861835256
8.38649955897304,656.298593990505,18.5719635291025,112.854156084359
8.91891678451116,550.152895413339,26.4102370496839,148.513309564441
11.1821037823097,1025.83544105291,22.222663661465,189.474753243849
8.85259084733571,474.875989370048,22.9073279751465,178.292470797896
10.7888982904593,773.423233255744,27.851415887475,178.784582996741
11.9134022606227,809.204367920756,29.0262881778181,245.570680964738
8.9140214293427,879.991167411208,21.3903399612755,132.947066891938
9.11183895780127,666.258832253516,29.5332575244829,73.8809559959918
10.3549492921819,790.890426933765,26.7407331392169,155.205932026729
10.6216557684541,1163.57906199992,26.2365009840578,95.0146701652557
9.13787604511226,786.32191773504,18.6341273132712,147.282352810726
10.5924975582825,1112.28017769754,22.7426416156814,124.042959697545
12.6627578748901,1131.55054952949,23.7341445581988,246.670036157593
10.5860124549866,886.987985856831,24.7230391642079,127.663823030889
8.92981835092458,728.551821224391,26.3791391383857,95.8489680662751
9.73640609876013,517.675752751529,28.9882024610415,174.659509258345
10.7703592783125,1148.23984261602,25.4202147284523,77.3080394137651
10.9149403448466,640.983119979501,23.1410581050441,243.493898864836
8.98822222558771,448.576457239687,24.5049644066021,153.014361578971
9.38515901895824,1158.18155203015,18.7017418630421,82.6140658464283
11.3582419267215,976.477018743753,21.1302822846919,174.38045903109
10.021783402726,513.835436478257,22.7658234396949,247.19083304517
10.8055186105048,839.427724853158,20.3729368401691,183.754303492606
10.9774542701728,1163.27299084514,27.9831307539716,133.783179381862
9.082132744905,868.386682495475,19.8346466738731,114.668998634443
11.4670873903489,723.608225397766,27.6410225043073,217.05106399022
